Height,Weight,Ear Size,Tail Length,Label
38.72700594236812,8.736408184666985,15.949974664849556,29.144337051165216,Cat
67.53571532049581,8.329120962314033,7.7676799339806735,23.778773606025794,Dog
56.59969709057025,6.761539125028601,10.199595415548293,38.934955745918224,Dog
49.93292420985183,11.07266670101488,14.949209552867273,16.569353529527145,Cat
27.800932022121827,9.76624160508629,12.231340167867199,27.63569247996822,Dog
27.799726016810133,13.657009923240036,16.078565579523406,31.00630044970668,Dog
22.904180608409973,5.321095804820582,19.418118518342894,34.766934680361445,Dog
63.308807288746756,11.438679275551262,6.748200315727963,22.209130912840212,Cat
50.05575058716044,12.629488785115612,15.643515745970914,30.607657229724445,Dog
55.40362888980228,12.59486569188307,8.455162334481718,19.096044141528484,Cat
21.02922471479012,13.860739670955251,11.217150911113539,23.06428277085461,Cat
68.49549260809971,12.29033742829494,5.492940886927097,36.86881393610197,Cat
61.622132040021086,14.278100616476962,7.038610734390485,38.49722827992863,Cat
30.61695553391381,8.326565998208915,9.796659335733494,31.56452040781794,Cat
29.09124836035503,10.032094167515432,10.129787079319774,21.230556723285552,Cat
29.17022549267169,5.1407966328289065,18.493778246931434,34.60173369923992,Dog
35.21211214797688,5.069575873032912,16.127193638997724,10.776012451762606,Dog
46.2378215816119,7.401266204515199,19.582744522805616,13.082377316182631,Dog
41.59725093210579,6.008071971390852,13.986072655028607,29.841212091260832,Cat
34.5614570099021,7.602113679357537,8.62570598136977,18.73745725810172,Dog
50.59264473611897,6.770432945283974,9.914825448824644,38.54158655201434,Cat
26.97469303260209,5.285200248386483,9.797538849379507,23.08181836276914,Cat
34.60723242676091,14.093041464060494,9.897414914948774,22.88094461167531,Dog
38.318092164684586,5.082231313888915,15.094462596677236,30.342385305727937,Dog
42.8034992108518,12.360821443370854,12.962118921356243,33.027056869185685,Dog
59.25879806965068,6.521478869195166,10.781362671299664,24.266762143754093,Dog
29.98368910791799,14.122296219996,7.236346530930749,16.420027051351724,Dog
45.71172192068058,13.927959395898858,5.332087444132188,33.19925928176865,Cat
49.620728443102124,11.539011463692574,8.282520163815388,19.610538246208826,Cat
22.322520635999886,11.722341498006053,6.612071059530219,15.253323078815729,Cat
50.37724259507192,5.053391419696886,16.78167546278359,28.949205697750397,Dog
28.526206184364575,14.848715661136021,6.687469367208281,12.713610009710512,Cat
23.252579649263975,13.778326035758145,15.863423559602543,39.14058025258165,Dog
67.44427686266667,13.95106225730092,10.78488034664124,28.971917932364107,Cat
68.28160165372796,11.59244537050872,6.10067584615664,39.57686562765267,Dog
60.419867405823055,8.447869286545366,17.190950741473785,20.166802704359082,Cat
35.23068845866854,13.936486490904809,13.6944585535492,39.136154835711935,Cat
24.883605700319194,7.915169281511924,8.536422692953597,14.366867431858708,Cat
54.211651325607846,10.627115433422029,18.42021761499002,11.220843170410854,Cat
42.007624686980066,5.997309723438824,5.678874708058272,10.989521813638078,Dog
26.10191174223894,14.219556301327502,8.027294122966444,23.946111117976812,Cat
44.758845505563514,6.407704577712133,16.280703917087916,12.490125924357844,Cat
21.71942605576092,7.248968057304072,15.640668954648337,25.365036525028053,Cat
65.4660201039391,10.58134158128215,9.33907540586717,19.825015105267013,Cat
32.93899908000085,12.640930002129815,5.930373130291747,20.06886977422347,Cat
53.1261142176991,11.193513059362989,17.871171083374158,29.068269896355094,Dog
35.58555380447055,7.321339128001561,9.70546457104854,14.892940184548605,Cat
46.00340105889054,5.009430425274903,7.935701223923978,32.99660111019193,Cat
47.33551396716398,12.571505803074391,12.740927335414657,27.46092759335904,Cat
29.242722776276352,14.852073259110938,18.65340798923671,37.44833886542533,Dog
68.47923138822793,13.099131203060905,5.6531986676506305,20.9452196130257,Cat
58.75664116805573,9.602066181566153,16.487061320463315,39.48144976201377,Dog
66.97494707820945,14.037672613991067,13.587098419080634,27.274829401420696,Cat
64.74136752138244,9.0984767311835,11.381736748277255,39.202058685626014,Dog
49.89499894055426,10.249340842434675,16.1612066615759,10.81181962141346,Dog
66.09371175115584,9.771297673956832,19.487366366624485,31.83928967237164,Dog
24.424625102595975,9.47623872665525,8.438093167440366,34.49864572878209,Dog
29.79914312095726,12.751907692939056,7.154710476081794,11.595198600294626,Dog
22.261364445526905,10.267689072694921,18.693226178340456,27.369089920487372,Dog
36.266516538163216,8.167171220252161,15.034296161859556,34.05826880768345,Cat
39.4338644844741,7.581581676584783,11.56979032342949,26.831161756692183,Cat
33.567451588694794,5.377473169674333,13.598893553964245,11.914407712164,Dog
61.436875457596464,10.831951618830459,16.18420857764366,30.803417226949342,Dog
37.83766633467947,7.299614154010342,16.595478480585758,11.817907440199258,Cat
34.046725484369034,6.4813392201638305,18.798412712284467,34.524066850493156,Dog
47.13480415791243,11.538299638276776,11.402641833434341,11.291025499200831,Cat
27.046211248738132,11.812092578215488,9.401163650290925,14.121921430311124,Dog
60.109849037701984,12.52154892257666,14.594964001847629,18.253227715698053,Cat
23.72753218398854,10.035768963385916,11.235918489192954,29.000943767824,Dog
69.34434683002587,13.940546052038865,13.91897680923467,39.29077298893918,Dog
58.61223846483287,14.363427533982279,11.299786976839254,13.534685578598033,Cat
29.93578407670862,13.073709397924894,7.294936800172618,14.281230076417552,Cat
20.27610585618012,11.355934820081872,12.041401274884375,21.06611190102941,Dog
60.77307142274171,8.037209535911886,15.363767329115491,35.08657413265961,Cat
55.34286719238086,14.829449216202212,16.989257115014748,24.016928582524425,Dog
56.45035840204937,7.741361671919384,12.399894151948203,19.64831800767465,Dog
58.56351733429729,7.02656921990431,7.478568353156014,26.83611496626584,Dog
23.70223258670452,9.421541137865827,11.220315644741474,17.815695923372502,Dog
37.923286427213625,5.568405707123885,16.794408932625473,22.034797217425627,Cat
25.793452976256486,14.784944646717907,11.192889059256093,19.978154476961258,Dog
63.155171293779674,10.884335564164248,15.447961904063336,34.12423067243938,Dog
51.1649063413779,10.569520916641753,12.608205225171346,37.727671793140026,Cat
36.54490124263246,11.557962798997199,8.61834687664095,32.78716576470735,Cat
23.177917514301182,9.970236477772065,16.942257620346112,23.172507280899502,Dog
35.54911608578311,5.320635170945415,6.263201811060306,25.130049324899915,Dog
36.25916610133736,11.123112888403968,12.87335424132726,13.752210817883071,Dog
56.480308916903205,12.161738769564305,8.133365513651075,32.40594133403613,Dog
51.87787356776066,9.16749060624053,6.005984428120635,27.89427038185132,Cat
64.36063712881634,12.57295572071193,12.544009056248733,37.07319988412309,Dog
43.610746258097464,7.270012993384206,12.493432339023855,16.018334307254598,Cat
25.979712296915086,7.21276591066184,15.603513525135813,32.791783657978364,Dog
55.66223936114975,6.6141698768757395,16.171260395778575,30.54014985157569,Cat
58.03925243084487,8.719947597891618,15.916872330393451,17.975366014292565,Cat
48.063859878474815,13.470120353890835,11.143380993751325,30.021359186224753,Dog
58.54835899772805,13.279120621490643,14.475346808398438,37.73120141729949,Cat
44.689779818219534,8.828242079635038,13.654178639659404,37.55307963001357,Cat
46.1366414690997,10.891187359802366,11.323426341753795,31.58879723548424,Cat
41.37705091792748,12.208163164749156,13.958190412789898,11.442193376021804,Cat
21.27095633720476,7.41206774628023,19.20871815059394,36.16793011960485,Dog
25.39457134966522,6.681410858947471,7.89340615522066,29.7333582101362,Cat
21.57145928433671,14.72095993212311,18.586581436782893,19.313027595482033,Dog
51.82052056318902,11.175573132096185,5.801832709747975,15.61751085117098,Cat
35.717799053816336,14.81415721833664,9.62583819352491,13.486115889919514,Dog
45.42853455823514,8.37755987132229,9.322178729172924,11.50710697773283,Dog
65.37832369630465,12.030316999741315,14.395476618213586,32.62309743852269,Cat
32.464611457443745,7.226036365412377,6.968374276659355,17.075289968298257,Dog
40.519146151781484,7.612001712739129,18.235214177596305,10.727588081297652,Cat
57.77755692715243,10.11902121269624,17.42827112697562,21.91811955525968,Dog
31.43990827458112,8.196181255080713,14.780987295279166,24.478212417770166,Cat
23.84899549143965,6.676215638405845,11.876207476882966,15.076906927003808,Cat
34.4875726456884,7.6288070198932605,18.994340632131177,11.321450084876494,Dog
28.061064362700222,5.357483944658647,17.46119832080834,15.673764492942066,Dog
66.48488261712865,12.044236214774866,12.489727221218672,30.37308285509723,Cat
60.40601897822085,9.921166570858617,15.528100316814669,12.467310317536192,Cat
51.67018782552117,5.942430664045256,13.503949282695269,26.651110916709815,Cat
63.57302950938588,6.716939931284912,13.819133575823969,14.392359637245,Cat
60.18360384495573,6.02534538112644,9.964641041562068,15.870675207412582,Dog
29.328502944301793,11.125928082758765,11.931269069373451,21.79233649800096,Dog
64.62794992449889,5.942103636124938,6.171821461846163,13.02476008161194,Dog
46.96711209578254,12.54282333035216,10.360230374968888,15.196105083466385,Dog
60.372007758203125,5.205109193203912,15.43742773043228,20.46857234354062,Cat
64.80456499617466,7.493757879958921,19.298240457592794,19.890070164951005,Cat
35.90017374859319,13.906666758919071,19.445961691445305,32.47814457027196,Dog
25.502596226383837,12.18531318122246,13.335843036873374,12.24346915379273,Cat
31.396758127097083,5.729683329256877,14.09933377714373,35.8135220699903,Cat
41.355389431312815,13.211261044851797,7.7858177825145125,34.48696512218365,Dog
60.90073829612466,9.930351215402048,15.42962162140296,32.979749190758156,Dog
63.036529162817175,13.467830271688292,6.059881890115793,19.281170873893977,Dog
20.347606526559535,11.007397744503933,9.270285286991669,34.686453566223626,Dog
45.537365128878285,11.818330320328588,15.025450209281633,15.484062408678424,Dog
40.87055015743895,14.935015603957082,9.65465197315234,13.732276175650847,Dog
31.105390523536514,7.323355459240181,5.747703111716815,11.34869000468462,Dog
25.99326836668414,11.239455747613883,17.478056140264457,38.17931089016727,Cat
36.8807585701814,9.603213900573984,9.654950107018447,19.240326931158208,Cat
67.14548519562595,5.394519529226915,5.946578372880176,37.52853640533718,Cat
36.160146601037766,5.144706415028651,6.1218224675429775,18.178406845579893,Dog
45.939531087168305,6.1922857781785865,8.776381981831305,37.22697878009049,Dog
55.15094794475889,11.490917405385481,7.670239208322894,37.117871585382645,Dog
38.1814801189647,10.671630879133922,16.61450176670226,37.71028135032139,Cat
68.58910413604804,10.534295611637274,9.825260700005517,24.884603178525815,Dog
68.12236474710556,5.318567625282601,17.070436775597486,35.97838860396676,Cat
32.58911479126821,9.69302996360007,7.607689967347292,38.5229768850196,Dog
44.86242529461927,14.246228178425286,12.393187693161256,19.738508256915384,Cat
35.04391549083849,8.975918693106467,15.320557003296932,22.566232170476653,Cat
34.24202471887338,11.249224697884564,14.779862807987824,31.57720562007232,Dog
21.84434736772664,12.798186756231436,14.01694114895403,19.010794651699026,Dog
50.47821669899484,12.839252791418875,18.872324028967547,32.61427926737977,Cat
45.13395116144308,10.192800823952712,8.427877215601166,12.216764356406017,Cat
22.573937562499466,13.579519454023362,12.405788066931581,25.704951528656267,Dog
33.93232321183057,8.913780933637469,18.25988825108613,13.669404522512355,Dog
65.41329429833269,13.886932147847983,6.168406483927356,18.79970429310029,Dog
31.97809453334862,7.402271663955453,5.838324023796129,17.75876177459416,Dog
27.244743604561155,7.802164069905711,8.49953431337437,35.16796220687998,Cat
44.472638013878154,5.531206241990011,14.495318293070277,15.805517662185924,Dog
69.28252270553003,12.955818365422829,8.898194396747103,34.253437604773566,Cat
32.10276357557502,9.170552362327056,7.853598257131985,33.81881037723766,Dog
53.606777370293926,7.29116613911399,11.882034730374382,24.966491666716898,Cat
58.08098076643588,7.317902776165797,14.203971031541172,17.01529766788389,Dog
31.881877199619986,14.013999412292332,8.728365605251106,16.80689019868668,Cat
56.41081743059298,13.33916600461037,9.51036780085613,23.947739413475432,Dog
38.389156635962664,10.535308853571834,14.203389572172709,10.26427022180549,Dog
51.61529152967897,11.16110800415721,19.18607632984179,25.940522638340987,Dog
51.67648553804473,9.74325570550291,15.121125911571324,38.583385773011656,Dog
46.788734203737924,8.91666542878809,16.7435621537684,14.641206455877896,Cat
24.514488502720415,14.154768812183315,10.502151421332032,27.200368644268103,Dog
61.7651247794619,6.25612703520302,9.08381539076699,38.8533606593337,Dog
36.039003248586795,9.184467897162278,11.814016148039338,35.815664184748,Dog
29.325925519992712,8.445619079878753,17.106992430675106,35.511403491440205,Dog
22.038757077738197,9.981507202511484,11.844494626858337,34.655497911885675,Cat
49.544647159412094,9.57631874545175,17.700881131847915,19.27070818168557,Dog
53.87821809211412,10.188895316510814,19.831579710426908,36.71850493800437,Cat
20.82939144639281,6.399189772269941,6.0803999859550455,38.240210536995136,Dog
